longitude,latitude
-64.0017,48.5593
-64.0112,48.5634
-64.0321,48.5689
-64.0405,48.5737
-64.0426,48.575
-64.0604,48.5798
-64.0709,48.5839
-64.0835,48.5867
-64.0918,48.5887
-64.1033,48.5887
-64.1169,48.586
-64.1242,48.5832
-64.1284,48.5757
-64.1315,48.5723
-64.144,48.5675
-64.1555,48.5634
-64.1596,48.5566
-64.1554,48.5497
-64.1459,48.5422
-64.1407,48.5395
-64.1375,48.5354
-64.1354,48.5313
-64.1344,48.5265
-64.1361,48.5145
-64.1176,48.4995
-64.1351,48.4995
-64.1438,48.5004
-64.1499,48.4995
-64.1613,48.4978
-64.1735,48.4908
-64.1848,48.4882
-64.1971,48.4856
-64.2109,48.4856
-64.2224,48.482
-64.2339,48.4785
-64.2393,48.4767
-64.2499,48.4732
-64.2588,48.4706
-64.2676,48.467
-64.2782,48.4626
-64.2906,48.4582
-64.2986,48.4476
-64.3022,48.4414
-64.3013,48.4334
-64.2844,48.4264
-64.2787,48.4249
-64.2673,48.4091
-64.2726,48.3943
-64.2787,48.3891
-64.2856,48.3847
-64.2909,48.3795
-64.2987,48.3777
-64.3252,48.3804
-64.3376,48.3795
-64.35,48.3795
-64.3589,48.3795
-64.3677,48.3786
-64.3801,48.3795
-64.3881,48.3786
-64.3987,48.3777
-64.4058,48.3777
-64.4138,48.376
-64.4142,48.3764
-64.4328,48.3693
-64.4506,48.3559
-64.4619,48.3541
-64.4724,48.3515
-64.482,48.3489
-64.489,48.348
-64.5021,48.3454
-64.5117,48.3436
-64.5195,48.3419
-64.5274,48.3375
-64.537,48.3349
-64.5448,48.3297
-64.5492,48.3279
-64.5536,48.3271
-64.5604,48.3251
-64.5684,48.3216
-64.5728,48.3207
-64.579,48.3189
-64.587,48.3163
-64.6012,48.3119
-64.618,48.3039
-64.6322,48.2942
-64.6619,48.2805
-64.6601,48.2805
-64.6672,48.2734
-64.6707,48.269
-64.6743,48.2664
-64.676,48.2628
-64.6775,48.2616
-64.6834,48.2585
-64.686,48.2567
-64.6913,48.2524
-64.6974,48.248
-64.7027,48.244
-64.7075,48.2405
-64.715,48.2328
-64.7211,48.2275
-64.7246,48.2231
-64.7345,48.2133
-64.7398,48.2045
-64.746,48.1983
-64.7549,48.1859
-64.7593,48.1753
-64.7682,48.1665
-64.7797,48.1629
-64.793,48.1585
-64.8054,48.1567
-64.8231,48.1541
-64.8364,48.1532
-64.8648,48.1497
-64.8656,48.1497
-64.8825,48.147
-64.8905,48.1452
-64.8984,48.1408
-64.9055,48.1346
-64.9188,48.1267
-64.933,48.1196
-64.9472,48.1125
-64.9578,48.1002
-64.9693,48.0931
-64.9844,48.0825
-64.9932,48.0728
-65.0047,48.0657
-65.0109,48.063
-65.0198,48.0568
-65.034,48.048
-65.0446,48.0418
-65.0597,48.0339
-65.0676,48.0303
-65.0783,48.0241
-65.0854,48.0215
-65.0916,48.0171
-65.0969,48.0153
-65.1075,48.0126
-65.1748,47.9994
-65.1748,47.9985
-65.189,47.9959
-65.1935,47.9959
-65.1997,47.995
-65.205,47.9941
-65.2094,47.9932
-65.2147,47.9932
-65.2227,47.9923
-65.2307,47.9905
-65.2404,47.9897
-65.2528,47.9905
-65.2643,47.9888
-65.2758,47.9861
-65.2829,47.987
-65.2944,47.9852
-65.3104,47.9844
-65.3219,47.9835
-65.3326,47.9826
-65.3441,47.9817
-65.3556,47.9817
-65.3733,47.9799
-65.3884,47.9799
-65.3999,47.9799
-65.4141,47.9782
-65.4318,47.9773
-65.4498,47.9695
-65.4498,47.9695
-65.4684,47.9617
-65.484,47.9589
-65.4955,47.9667
-65.5038,47.9681
-65.5184,47.9716
-65.5257,47.9731
-65.5393,47.9801
-65.5404,47.9879
-65.5394,47.9998
-65.5385,48.0043
-65.5403,48.0113
-65.5456,48.0149
-65.5527,48.0184
-65.558,48.0246
-65.5704,48.0325
-65.5766,48.0378
-65.589,48.0449
-65.6068,48.0529
-65.6307,48.0573
-65.6395,48.0564
-65.644,48.0564
-65.6466,48.0545
-65.6608,48.0582
-65.6759,48.0626
-65.6909,48.0644
-65.7016,48.0679
-65.7219,48.0723
-65.7335,48.0776
-65.7441,48.0803
-65.7538,48.0847
-65.7698,48.0909
-65.7751,48.0926
-65.7831,48.0953
-65.7916,48.0931
-65.7998,48.0961
-65.8073,48.0983
-65.8132,48.0983
-65.8192,48.099
-65.8319,48.0983
-65.8386,48.0998
-65.8544,48.1028
-65.9368,47.9667
-65.9061,47.939
-65.8988,47.9312
-65.8887,47.9305
-65.8805,47.9275
-65.8446,47.926
-65.8435,47.9263
-65.83,47.9277
-65.8175,47.9298
-65.8112,47.9305
-65.8008,47.9312
-65.7987,47.927
-65.7851,47.922
-65.782,47.9192
-65.7778,47.9135
-65.7789,47.91
-65.7684,47.9057
-65.7591,47.9022
-65.7445,47.9015
-65.7361,47.8972
-65.7254,47.8885
-65.7137,47.8832
-65.7111,47.878
-65.7058,47.8701
-65.6993,47.8584
-65.6914,47.8466
-65.6836,47.8322
-65.6731,47.8177
-65.6692,47.8112
-65.6666,47.8073
-65.66,47.7994
-65.6522,47.785
-65.6471,47.7696
-65.6409,47.7607
-65.6347,47.751
-65.6267,47.7413
-65.6169,47.7368
-65.6081,47.7333
-65.5957,47.728
-65.5815,47.7254
-65.5672,47.7274
-65.5593,47.7274
-65.5482,47.7242
-65.5305,47.7256
-65.5148,47.7192
-65.5013,47.7171
-65.4867,47.7171
-65.4814,47.7156
-65.4752,47.7156
-65.4663,47.7183
-65.4477,47.7218
-65.4318,47.7245
-65.4141,47.7386
-65.3919,47.7492
-65.3919,47.7492
-65.3689,47.7589
-65.3547,47.7607
-65.3423,47.7634
-65.329,47.7704
-65.3104,47.7802
-65.3024,47.7837
-65.2909,47.7872
-65.2794,47.7925
-65.2696,47.797
-65.2638,47.8065
-65.2559,47.8184
-65.2402,47.8265
-65.2268,47.8317
-65.2126,47.8369
-65.1984,47.8384
-65.1826,47.8369
-65.1707,47.8406
-65.1642,47.8412
-65.1438,47.8412
-65.1208,47.8429
-65.1057,47.8456
-65.0898,47.8491
-65.0572,47.854
-65.0333,47.8501
-65.0144,47.8535
-64.9299,47.8621
-64.9162,47.8639
-64.8989,47.869
-64.8869,47.8725
-64.8782,47.8759
-64.8645,47.8845
-64.8524,47.8897
-64.8438,47.8932
-64.8341,47.8936
-64.8138,47.8884
-64.8076,47.8902
-64.8005,47.8911
-64.789,47.8911
-64.7793,47.8929
-64.7704,47.8955
-64.7571,47.8999
-64.7465,47.9061
-64.735,47.9167
-64.735,47.9176
-64.7323,47.922
-64.7305,47.9273
-64.7274,47.9364
-64.7226,47.9441
-64.7199,47.9468
-64.7181,47.9477
-64.7172,47.9512
-64.7172,47.953
-64.7146,47.9583
-64.7031,47.9636
-64.696,47.9689
-64.6898,47.9724
-64.6827,47.9777
-64.6774,47.9795
-64.6712,47.9839
-64.6672,47.9884
-64.6506,47.9952
-64.6412,48
-64.637,48.0014
-64.6318,48.0048
-64.6224,48.0055
-64.6141,48.0082
-64.6079,48.0103
-64.5933,48.0144
-64.585,48.0178
-64.5766,48.0205
-64.5735,48.0267
-64.5684,48.0356
-64.5664,48.0431
-64.5528,48.0472
-64.5477,48.0527
-64.5436,48.0602
-64.5426,48.0657
-64.5259,48.0739
-64.5186,48.0718
-64.5102,48.067
-64.5018,48.0643
-64.4903,48.0609
-64.4754,48.0591
-64.4656,48.0591
-64.4621,48.0582
-64.4621,48.0555
-64.4621,48.0529
-64.4603,48.0511
-64.4594,48.0458
-64.4576,48.0431
-64.4585,48.037
-64.4532,48.0299
-64.4488,48.0263
-64.447,48.0246
-64.4461,48.021
-64.4417,48.0175
-64.4399,48.0131
-64.439,48.0078
-64.4337,48.0034
-64.4275,47.9972
-64.4231,47.9901
-64.4204,47.9866
-64.4178,47.9813
-64.4151,47.9768
-64.4142,47.9724
-64.408,47.9671
-64.4027,47.9583
-64.3965,47.9486
-64.3965,47.9388
-64.3952,47.9244
-64.3992,47.9194
-64.4036,47.9079
-64.408,47.9017
-64.416,47.8884
-64.4222,47.8796
-64.4258,47.8708
-64.4311,47.8602
-64.4346,47.854
-64.4435,47.8389
-64.4435,47.8381
-64.4514,47.8275
-64.4576,47.823
-64.4692,47.8107
-64.4789,47.8
-64.4895,47.7877
-64.4975,47.7797
-64.5055,47.77
-64.5152,47.7567
-64.5214,47.7488
-64.5276,47.7408
-64.5392,47.7302
-64.5471,47.7223
-64.5542,47.7143
-64.564,47.7037
-64.5728,47.6949
-64.5852,47.6816
-64.5967,47.6719
-64.6074,47.6604
-64.6145,47.6524
-64.6224,47.6436
-64.6269,47.6339
-64.6348,47.6268
-64.6402,47.6206
-64.6427,47.6156
-64.6535,47.608
-64.6593,47.594
-64.6637,47.5852
-64.6663,47.5775
-64.6695,47.5706
-64.6714,47.5667
-64.6733,47.5617
-64.6758,47.556
-64.6784,47.5509
-64.6803,47.5439
-64.6853,47.5384
-64.6889,47.534
-64.6924,47.5287
-64.696,47.5242
-64.6969,47.5172
-64.6995,47.5119
-64.7022,47.5066
-64.7093,47.496
-64.709,47.4887
-64.7141,47.4817
-64.7204,47.4734
-64.7236,47.4665
-64.7243,47.4601
-64.7246,47.4592
-64.7246,47.4547
-64.7252,47.4509
-64.7258,47.4465
-64.7265,47.4407
-64.7284,47.4369
-64.7284,47.4312
-64.7303,47.4268
-64.7335,47.4192
-64.736,47.4128
-64.7392,47.4046
-64.7411,47.3963
-64.7469,47.3881
-64.7488,47.3817
-64.754,47.3753
-64.7558,47.3682
-64.7576,47.3629
-64.7593,47.3567
-64.7602,47.3523
-64.762,47.3461
-64.7655,47.3426
-64.7664,47.3364
-64.7691,47.3293
-64.7726,47.3223
-64.7762,47.309
-64.7806,47.2975
-64.7841,47.2842
-64.7851,47.2789
-64.7902,47.2738
-64.7934,47.2694
-64.7972,47.2649
-64.801,47.2605
-64.8048,47.2567
-64.8093,47.2529
-64.815,47.2491
-64.8176,47.2453
-64.8298,47.237
-64.8448,47.2263
-64.8537,47.2193
-64.8581,47.2131
-64.8608,47.2051
-64.859,47.1963
-64.8572,47.1848
-64.8537,47.176
-64.851,47.1724
-64.8469,47.1716
-64.8431,47.1665
-64.8431,47.1659
-64.8399,47.1627
-64.8322,47.1589
-64.8252,47.1551
-64.8176,47.1507
-64.8112,47.1475
-64.8023,47.1418
-64.7953,47.1392
-64.7883,47.138
-64.7781,47.1361
-64.7698,47.1342
-64.7564,47.131
-64.7488,47.1272
-64.7411,47.1259
-64.7341,47.124
-64.7278,47.1202
-64.7195,47.1164
-64.7157,47.1132
-64.7055,47.1088
-64.6991,47.1043
-64.687,47.1031
-64.6793,47.0955
-64.6723,47.0809
-64.6647,47.0675
-64.6615,47.0605
-64.6519,47.0491
-64.6513,47.0383
-64.65,47.0313
-64.6481,47.0212
-64.6456,47.0155
-64.6437,47.0091
-64.6418,47.0028
-64.6397,46.9961
-64.653,46.9863
-64.6584,46.9757
-64.6607,46.9629
-64.6596,46.9537
-64.6596,46.9433
-64.6607,46.9363
-64.6596,46.9271
-64.6417,46.9092
-64.6455,46.9052
-64.65,46.8948
-64.6512,46.8926
-64.6576,46.8856
-64.6592,46.8846
-64.6604,46.8841
-64.6623,46.8832
-64.6637,46.882
-64.6651,46.8811
-64.667,46.8804
-64.6815,46.8797
-64.6941,46.8801
-64.6979,46.8804
-64.7076,46.8815
-64.7137,46.8797
-64.7182,46.8733
-64.7304,46.853
-64.7298,46.8534
-64.7315,46.8476
-64.7331,46.8434
-64.7331,46.8376
-64.7348,46.8293
-64.734,46.8226
-64.7331,46.8176
-64.7307,46.8093
-64.7305,46.8047
-64.7296,46.7994
-64.7288,46.7941
-64.7279,46.7905
-64.7234,46.787
-64.719,46.7817
-64.7146,46.7755
-64.7102,46.7729
-64.7084,46.7702
-64.7022,46.7667
-64.7004,46.764
-64.6977,46.7631
-64.6907,46.7552
-64.6783,46.7561
-64.6712,46.7561
-64.6623,46.7569
-64.6547,46.7569
-64.6473,46.7561
-64.6407,46.7536
-64.6341,46.7511
-64.6292,46.7461
-64.6217,46.7436
-64.6184,46.7386
-64.6143,46.7328
-64.5986,46.7186
-64.5976,46.7181
-64.5918,46.7133
-64.5844,46.7083
-64.5813,46.7061
-64.5792,46.6961
-64.5739,46.6919
-64.576,46.6876
-64.576,46.679
-64.5739,46.6748
-64.5665,46.6662
-64.5592,46.6598
-64.5578,46.6533
-64.5586,46.6475
-64.557,46.6392
-64.5561,46.6317
-64.5553,46.625
-64.5528,46.6184
-64.5495,46.6142
-64.5479,46.6125
-64.5454,46.6076
-64.5355,46.6026
-64.5264,46.5976
-64.519,46.5926
-64.5132,46.5909
-64.5042,46.5843
-64.4984,46.5784
-64.491,46.5726
-64.4835,46.5701
-64.4736,46.5643
-64.4646,46.5593
-64.4588,46.5553
-64.456,46.5514
-64.451,46.548
-64.4443,46.5441
-64.4337,46.5368
-64.4286,46.5323
-64.426,46.5292
-64.4219,46.5278
-64.4166,46.5243
-64.4114,46.5228
-64.4041,46.5214
-64.3985,46.5145
-64.3951,46.5089
-64.3778,46.5094
-64.3705,46.5072
-64.3641,46.5052
-64.3557,46.5023
-64.3546,46.4973
-64.3565,46.4938
-64.3588,46.4916
-64.363,46.4867
-64.3671,46.4817
-64.3692,46.4774
-64.3744,46.4619
-64.3744,46.4618
-64.3764,46.4546
-64.3733,46.4475
-64.3753,46.4397
-64.3774,46.4319
-64.3711,46.4255
-64.3607,46.4212
-64.3544,46.4226
-64.3429,46.4276
-64.3346,46.4312
-64.3315,46.4354
-64.3138,46.4518
-64.3117,46.4603
-64.3055,46.4653
-64.3023,46.4724
-64.2971,46.476
-64.3034,46.481
-64.3045,46.4867
-64.3024,46.4931
-64.3056,46.5002
-64.3035,46.5059
-64.3004,46.513
-64.2983,46.5187
-64.3098,46.5237
-64.3119,46.5279
-64.3224,46.5329
-64.3308,46.5393
-64.3329,46.5443
-64.3402,46.55
-64.3559,46.5514
-64.3663,46.5543
-64.3716,46.5599
-64.3737,46.5642
-64.3779,46.5706
-64.38,46.5735
-64.3915,46.5792
-64.3946,46.582
-64.4072,46.5856
-64.4166,46.5877
-64.4249,46.592
-64.4344,46.5998
-64.4407,46.6083
-64.448,46.614
-64.4543,46.6197
-64.4647,46.6218
-64.472,46.6268
-64.477,46.6299
-64.4888,46.6446
-64.493,46.6489
-64.4951,46.6517
-64.5003,46.6581
-64.5024,46.6617
-64.5046,46.6667
-64.5056,46.6702
-64.5056,46.6752
-64.5044,46.6813
-64.5038,46.683
-64.5033,46.6875
-64.5033,46.6875
-64.5033,46.7026
-64.502,46.7097
-64.5024,46.7135
-64.5013,46.7179
-64.5019,46.7219
-64.5021,46.7254
-64.5002,46.7302
-64.4938,46.7368
-64.4868,46.7442
-64.4818,46.7459
-64.47,46.7476
-64.4627,46.7493
-64.456,46.752
-64.4471,46.7548
-64.4426,46.7599
-64.4398,46.7638
-64.4376,46.7666
-64.4359,46.7699
-64.4354,46.7727
-64.4326,46.7772
-64.4298,46.7817
-64.4264,46.7845
-64.4236,46.7867
-64.4203,46.7895
-64.4169,46.794
-64.4108,46.7984
-64.404,46.8024
-64.3951,46.8074
-64.3805,46.8117
-64.3722,46.8174
-64.3629,46.8245
-64.3598,46.831
-64.3567,46.8352
-64.3535,46.8402
-64.3379,46.8438
-64.318,46.8532
-64.3182,46.853
-64.3093,46.8608
-64.3009,46.8731
-64.2981,46.8781
-64.2906,46.8829
-64.2862,46.8882
-64.2827,46.8926
-64.2836,46.9015
-64.2818,46.9086
-64.2765,46.9156
-64.2694,46.9183
-64.2614,46.9271
-64.2525,46.9315
-64.2508,46.936
-64.2455,46.9404
-64.2428,46.9466
-64.241,46.9501
-64.2383,46.9609
-64.231,46.9664
-64.2266,46.9698
-64.2171,46.9709
-64.2092,46.9748
-64.1969,46.9804
-64.1891,46.9832
-64.1816,46.9868
-64.1709,46.9947
-64.1575,47.0031
-64.1508,47.0059
-64.1407,47.0109
-64.1324,47.0131
-64.1245,47.0165
-64.1195,47.0209
-64.1128,47.0254
-64.1078,47.0304
-64.1078,47.0327
-64.1055,47.0378
-64.1011,47.0455
-64.0962,47.0492
-64.09,47.0535
-64.0869,47.0556
-64.0793,47.0618
-64.0776,47.0645
-64.0731,47.069
-64.072,47.0741
-64.0703,47.0749
-64.0703,47.0806
-64.0672,47.0849
-64.0667,47.085
-64.041,47.0922
-64.0348,47.09
-64.0292,47.0905
-64.0214,47.095
-64.0108,47.1
-64.0074,47.1062
-64.0057,47.1101
-64.0024,47.1123
-64.0007,47.1146
-64.0007,47.1174
-64.0002,47.1202
-64.0007,47.1213
-64.0002,47.1224
-63.999,47.1235
-63.9935,47.1284
-63.9929,47.1325
-63.9912,47.1347
-63.989,47.1409
-63.9843,47.1476
-63.976,47.1505
-63.976,47.1562
-63.974,47.1633
-63.9709,47.1698
-63.9666,47.1733
-63.9582,47.1789
-63.8998,47.1453
-63.9191,47.1389
-63.9225,47.1333
-63.9287,47.1275
-63.9308,47.1190
-63.9318,47.1133
-63.9297,47.1083
-63.9339,47.1040
-63.9368,47.1003
-63.9370,47.0954
-63.9319,47.0895
-63.9299,47.0846
-63.9299,47.0777
-63.9319,47.0698
-63.9338,47.0625
-63.9317,47.0561
-63.9285,47.0511
-63.9250,47.0472
-63.9222,47.0425
-63.9201,47.0345
-63.9192,47.0295
-63.9192,47.0227
-63.9192,47.0148
-63.9133,47.0040
-63.9113,46.9952
-63.9094,46.9853
-63.9094,46.9794
-63.9062,46.9735
-63.9074,46.9647
-63.9084,46.9578
-63.9133,46.9500
-63.9182,46.9421
-63.9201,46.9382
-63.9211,46.9342
-63.9231,46.9313
-63.9241,46.9273
-63.9260,46.9224
-63.9280,46.9195
-63.9290,46.9156
-63.9290,46.9097
-63.9290,46.9097
-63.9290,46.9038
-63.9270,46.8998
-63.9280,46.8949
-63.9281,46.8853
-63.9249,46.8753
-63.9260,46.8703
-63.9301,46.8660
-63.9312,46.8582
-63.9322,46.8517
-63.9319,46.8487
-63.9319,46.8458
-63.9348,46.8428
-63.9363,46.8417
-63.9387,46.8340
-63.9427,46.8261
-63.9456,46.8232
-63.9466,46.8193
-63.9509,46.8139
-63.9515,46.8094
-63.9530,46.8017
-63.9519,46.7960
-63.9467,46.7867
-63.9498,46.7810
-63.9613,46.7781
-63.9652,46.7750
-63.9622,46.7701
-63.9633,46.7681
-63.9623,46.7603
-63.9560,46.7553
-63.9507,46.7524
-63.9413,46.7488
-63.9382,46.7460
-63.9403,46.7424
-63.9350,46.7367
-63.9308,46.7317
-63.9235,46.7295
-63.9141,46.7324
-63.9089,46.7338
-63.8974,46.7303
-63.8880,46.7303
-63.8796,46.7281
-63.8712,46.7224
-63.8670,46.7160
-63.8618,46.7145
-63.8586,46.7095
-63.8350,46.6984
-63.8356,46.6981
-63.8262,46.6952
-63.8199,46.6888
-63.8178,46.6838
-63.8136,46.6817
-63.8147,46.6745
-63.8073,46.6652
-63.7988,46.6561
-63.7929,46.6542
-63.7870,46.6502
-63.7792,46.6463
-63.7655,46.6414
-63.7596,46.6414
-63.7550,46.6367
-63.7477,46.6374
-63.7414,46.6367
-63.7393,46.6338
-63.7351,46.6309
-63.7288,46.6259
-63.7142,46.6224
-63.7058,46.6209
-63.7006,46.6145
-63.6995,46.6102
-63.6953,46.6052
-63.6911,46.6009
-63.6828,46.6016
-63.6754,46.5995
-63.6639,46.6002
-63.6566,46.5995
-63.6525,46.6024
-63.6493,46.6002
-63.6357,46.6009
-63.6333,46.5972
-63.6294,46.5942
-63.6275,46.5913
-63.6273,46.5888
-63.6242,46.5866
-63.6106,46.5809
-63.6043,46.5788
-63.5918,46.5709
-63.5897,46.5673
-63.5813,46.5631
-63.5656,46.5588
-63.5531,46.5581
-63.5510,46.5538
-63.5374,46.5509
-63.5131,46.5475
-63.5133,46.5473
-63.5081,46.5445
-63.5039,46.5416
-63.4892,46.5380
-63.4725,46.5359
-63.4628,46.5373
-63.4548,46.5373
-63.4468,46.5367
-63.4409,46.5351
-63.4329,46.5362
-63.4233,46.5335
-63.4174,46.5330
-63.4108,46.5323
-63.4077,46.5352
-63.4015,46.5402
-63.3962,46.5466
-63.3910,46.5459
-63.3826,46.5452
-63.3837,46.5409
-63.3826,46.5373
-63.3816,46.5338
-63.3800,46.5330
-63.3784,46.5325
-63.3762,46.5309
-63.3752,46.5255
-63.3736,46.5250
-63.3682,46.5234
-63.3629,46.5228
-63.3554,46.5212
-63.3511,46.5201
-63.3485,46.5185
-63.3375,46.5199
-63.3295,46.5204
-63.3225,46.5209
-63.3161,46.5209
-63.3097,46.5199
-63.3038,46.5172
-63.2958,46.5134
-63.2915,46.5113
-63.2857,46.5049
-63.2782,46.4985
-63.2739,46.4952
-63.2664,46.4920
-63.2616,46.4883
-63.2595,46.4845
-63.2552,46.4808
-63.2488,46.4770
-63.2485,46.4762
-63.2435,46.4702
-63.2319,46.4714
-63.2207,46.4687
-63.2154,46.4660
-63.2068,46.4650
-63.2004,46.4607
-63.1956,46.4612
-63.1822,46.4548
-63.1790,46.4532
-63.1723,46.4494
-63.1661,46.4487
-63.1598,46.4473
-63.1443,46.4462
-63.1261,46.4457
-63.1101,46.4468
-63.0967,46.4462
-63.0839,46.4473
-63.0721,46.4473
-63.0609,46.4473
-63.0550,46.4473
-63.0524,46.4473
-63.0476,46.4473
-63.0460,46.4473
-63.0326,46.4494
-63.0289,46.4489
-63.0257,46.4494
-63.0219,46.4505
-63.0166,46.4521
-63.0123,46.4548
-62.9979,46.4553
-62.9882,46.4564
-62.9792,46.4585
-62.9674,46.4559
-62.9498,46.4516
-62.9391,46.4505
-62.9321,46.4505
-62.9225,46.4510
-62.9140,46.4510
-62.8990,46.4521
-62.8830,46.4516
-62.8723,46.4505
-62.8653,46.4510
-62.8536,46.4489
-62.8434,46.4494
-62.8247,46.4489
-62.8243,46.4487
-62.8201,46.4523
-62.8128,46.4509
-62.8003,46.4480
-62.7856,46.4502
-62.7721,46.4530
-62.7616,46.4566
-62.7564,46.4580
-62.7512,46.4566
-62.7477,46.4569
-62.7381,46.4585
-62.7274,46.4612
-62.7178,46.4655
-62.7007,46.4698
-62.6895,46.4709
-62.6729,46.4687
-62.6670,46.4703
-62.6558,46.4714
-62.6457,46.4735
-62.6302,46.4725
-62.6179,46.4725
-62.5954,46.4680
-62.5840,46.4695
-62.5660,46.4735
-62.5575,46.4735
-62.5521,46.4757
-62.5447,46.4768
-62.5393,46.4778
-62.5265,46.4759
-62.5181,46.4752
-62.5097,46.4776
-62.4893,46.4776
-62.4749,46.4786
-62.4583,46.4824
-62.4503,46.4840
-62.4359,46.4899
-62.4225,46.4920
-62.4028,46.4931
-62.3835,46.4904
-62.3696,46.4893
-62.3525,46.4888
-62.3344,46.4888
-62.3247,46.4904
-62.3092,46.4920
-62.2911,46.4926
-62.2670,46.4915
-62.2665,46.4915
-62.2370,46.4902
-62.2234,46.4909
-62.1994,46.4937
-62.1806,46.4945
-62.1649,46.4966
-62.1576,46.4966
-62.1492,46.4937
-62.1429,46.4895
-62.1335,46.4873
-62.1272,46.4859
-62.1199,46.4873
-62.1084,46.4880
-62.1011,46.4909
-62.0948,46.4959
-62.0844,46.4959
-62.0722,46.4939
-62.0631,46.4934
-62.0487,46.4896
-62.0337,46.4869
-62.0300,46.4864
-62.0230,46.4869
-62.0145,46.4859
-62.0081,46.4821
-62.0022,46.4784
-61.9979,46.4757
-61.9915,46.4719
-61.9872,46.4714
-61.9787,46.4725
-61.9749,46.4725
-61.9685,46.4735
-61.9648,46.4762
-61.9543,46.4750
-61.9709,46.5109
-61.9682,46.5053
-61.9663,46.5017
-61.9626,46.4961
-61.9589,46.4906
-61.9571,46.4869
-61.9562,46.4823
-61.9544,46.481
-61.9543,46.4732
-61.9534,46.4695
-61.9543,46.4658
-61.9543,46.463
-61.9592,46.4479
-61.9592,46.4479
-61.9605,46.4463
-61.9613,46.4429
-61.9644,46.4394
-61.9665,46.4355
-61.9721,46.4315
-61.9747,46.4259
-61.9794,46.4194
-61.9837,46.4146
-61.9867,46.4107
-61.9906,46.4067
-61.9949,46.4011
-61.997,46.3976
-62.0065,46.3919
-62.006,46.3919
-62.0181,46.3841
-62.0271,46.3798
-62.0471,46.3787
-62.0534,46.378
-62.0575,46.3794
-62.0648,46.3809
-62.0763,46.3823
-62.0887,46.3808
-62.0934,46.3804
-62.0977,46.3778
-62.1016,46.3743
-62.1045,46.3701
-62.1097,46.3665
-62.116,46.365
-62.1223,46.365
-62.1278,46.3613
-62.1343,46.3552
-62.1416,46.3521
-62.1489,46.346
-62.1575,46.3447
-62.1605,46.3443
-62.1656,46.3434
-62.1776,46.3412
-62.1854,46.3408
-62.1901,46.3395
-62.1965,46.3373
-62.2051,46.336
-62.215,46.3325
-62.221,46.3312
-62.2279,46.3286
-62.2335,46.3278
-62.2395,46.3269
-62.2455,46.3251
-62.2511,46.3238
