"PID","SID","POS","X","Y"
38,66,4,-66.469866,44.5
38,66,5,-66.5,44.479111
38,66,6,-66.5,44.666667
38,78,1,-66.5,44.5
38,78,2,-66.5,44.479111
38,78,3,-66.666667,44.363581
38,78,4,-66.666667,44.5
38,78,5,-66.5,44.5
38,77,1,-66.833333,44.5
38,77,2,-66.666667,44.5
38,77,3,-66.666667,44.363581
38,77,4,-66.710303,44.333333
38,77,5,-66.833333,44.333333
38,77,6,-66.833333,44.5
38,89,1,-66.833333,44.333333
38,89,2,-66.710303,44.333333
38,89,3,-66.833333,44.248051
38,89,4,-66.833333,44.333333
38,88,1,-67,44.333333
38,88,2,-66.833333,44.333333
38,88,3,-66.833333,44.248051
38,88,4,-66.950739,44.166667
38,88,5,-67,44.166667
38,88,6,-67,44.333333
38,99,1,-67,44.166667
38,99,2,-66.950739,44.166667
38,99,3,-67,44.13252
38,99,4,-67,44.166667
38,98,1,-67.166667,44.016989
38,98,2,-67.166667,44.166667
38,98,3,-67,44.166667
38,98,4,-67,44.13252
38,98,5,-67.000001,44.132519
38,98,6,-67.166667,44.016989
38,97,1,-67.333333,44.028396
38,97,2,-67.284364,44.166667
38,97,3,-67.166667,44.166667
38,97,4,-67.166667,44.016989
38,97,5,-67.191048,44.000089
38,97,6,-67.333333,44
38,97,7,-67.333333,44.028396
38,108,1,-67.333333,44
38,108,2,-67.333333,43.901459
38,108,3,-67.191048,44.000089
38,108,4,-67.333333,44
38,107,1,-67.333333,44.028396
38,107,2,-67.333333,43.901459
38,107,3,-67.399424,43.855646
38,107,4,-67.333333,44.028396
40,201,1,-65.21666667,42.58333333
40,201,2,-65.21666667,42.35
40,201,3,-66.225,42.35
40,201,4,-66.35,42.38694444
40,201,5,-66.5,42.40416667
40,201,6,-66.5,42.64444444
40,201,7,-66.5,42.91666667
40,201,8,-65.21666667,42.91666667
40,201,9,-65.23333333,42.91666667
41,1,1,-67.416091,43.81398
41,1,2,-67.74248,42.887326
41,1,3,-67.353895,42.38
41,1,4,-67.18,42.38
41,1,5,-67.2039,43.38
41,2,1,-66.92,41.89
41,2,2,-66.162785,41.000143
41,2,3,-65.999325,41.000144
41,2,4,-65.999328,41.166809
41,2,5,-65.832655,41.166809
41,2,6,-65.832658,41.333473
41,2,7,-65.665986,41.333473
41,2,8,-65.66599,41.500138
41,2,9,-65.499317,41.500139
41,2,10,-65.49932,41.666803
41,2,11,-65.332647,41.666804
41,2,12,-65.332651,41.833467
41,2,13,-65.499323,41.833466
41,2,14,-65.499326,41.89
41,3,1,-67.353895,42.38
41,3,2,-66.92,41.89
41,3,3,-65.665999,41.89
41,3,4,-65.666002,42.166794
41,3,5,-65.832674,42.166793
41,3,6,-65.832013,42.350122
41,3,7,-66.224359,42.350121
41,3,8,-66.349364,42.387064
41,3,9,-66.49937,42.404286
41,4,1,-65.832013,42.350122
41,4,2,-65.832674,42.166793
41,4,3,-65.666002,42.166794
41,4,5,-65.6659,41.89
41,4,6,-65.499323,41.89
41,4,7,-65.499323,41.833466
41,4,8,-65.332651,41.833467
41,4,9,-65.165978,41.833468
41,4,10,-65.165981,42.000132
41,4,11,-64.999309,42.000133
41,4,12,-64.999312,42.166797
41,4,13,-64.332622,42.166801
41,4,14,-64.332625,42.333464
41,4,15,-63.99928,42.333465
41,4,16,-63.999283,42.50013
41,4,17,-63.83261,42.500131
41,4,18,-63.83254,43.293243
41,4,19,-65.215994,42.583455
41,4,20,-65.21599,42.350126
41,5,1,-67.2039,43.38
41,5,2,-67.18,42.38
41,5,3,-66.499371,42.404286
41,5,4,-66.499374,42.644558
41,5,5,-66.832722,42.822332
41,5,6,-67.07,43.1
